model_id_nativeness,model_comparison_id,analysis_group,nativeness_var,site_id,species_response,time_series,analysis_group_category,exclusion,random_effect,min_refs,n_levels,min_obs,max_obs,max_refs,formula_nativeness,formula_null,model_path_nativeness,model_path_null,i2_nativeness,i2_null,BIC_nativeness,BIC_null,min_sigma_nativeness,min_sigma_null,sum_sigma_nativeness,sum_sigma_null,model_id_null,overfit,min_BIC,delta_BIC,preferred_model,LRT,LRT_pval,I2_star,R2_cond,prop_variance_reduced
"model_521","Bare_Ground_Africa_Comparison","Bare_Ground","Africa_Comparison","no","no","no","Soil","!is.na(Africa_Comparison) & analysis_group == 'Bare_Ground'","list(~1 | Citation / data_point_ID)",3,2,5,34,20," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_521.Rds","outputs/revision/models/model_1.Rds",88.784759552043,89.3656850021103,143.594094041062,140.64620437324,0.0909215494102102,0.0905641825927857,0.819602877106929,0.851628339310951,"model_1","no",143.594094041062,0,"yes",0.715671978307682,0.397567258773743,0.0906814338212864,3.7521648670878,0.0376049747592169
"model_522","Bare_Ground_Africa_Comparison","Bare_Ground","Africa_Comparison","no","no","yes","Soil","!is.na(Africa_Comparison) & analysis_group == 'Bare_Ground'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",3,2,5,34,20," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_522.Rds","outputs/revision/models/model_2.Rds",87.9548236830423,88.6045856186633,150.393638393318,147.444441711072,3.82544823441104e-09,4.37608471870708e-09,0.755997120271099,0.787979488925924,"model_2","no",143.594094041062,6.7995443522569,"no",0.714364963883043,0.397998546999868,0.0909818604296455,3.77850989426576,0.0405878187240883
"model_523","Bare_Ground_Africa_Comparison","Bare_Ground","Africa_Comparison","no","yes","no","Soil","!is.na(Africa_Comparison) & analysis_group == 'Bare_Ground'","list(~1 | Citation / species_response_tag / data_point_ID)",3,2,5,34,20," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_523.Rds","outputs/revision/models/model_3.Rds",88.7847593856376,89.3656846698491,147.25765569756,144.30976603127,7.06015909780131e-09,9.12399404358475e-09,0.819602863409978,0.851628309536118,"model_3","no",143.594094041062,3.66356165649867,"no",0.715671979839357,0.397567258268717,0.090681435563335,3.75216499681692,0.0376049571949818
"model_525","Bare_Ground_Africa_Comparison","Bare_Ground","Africa_Comparison","yes","no","no","Soil","!is.na(Africa_Comparison) & analysis_group == 'Bare_Ground'","list(~1 | Citation / data_point_ID, ~1 | site_id)",3,2,5,34,20," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_525.Rds","outputs/revision/models/model_5.Rds",88.9624773101759,89.5232360306174,146.98538436293,143.76834783111,0.0903373206446867,0.0899958302129735,0.834466485963314,0.865959237116122,"model_5","no",143.594094041062,3.39129032186798,"no",0.446525114309765,0.503989758096421,0.0749937651074599,3.0693980129282,0.0363674752840423
"model_526","Bare_Ground_Africa_Comparison","Bare_Ground","Africa_Comparison","yes","no","yes","Soil","!is.na(Africa_Comparison) & analysis_group == 'Bare_Ground'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",3,2,5,34,20," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_526.Rds","outputs/revision/models/model_6.Rds",88.1569700205243,88.7791453208294,153.766879964792,150.546346437631,3.50541837271394e-09,5.16164341762257e-09,0.770668248986031,0.801814412631538,"model_6","no",143.594094041062,10.1727859237305,"no",0.443028118968186,0.505664520774284,0.0748766722899934,3.07711841047264,0.0388446043808144
"model_527","Bare_Ground_Africa_Comparison","Bare_Ground","Africa_Comparison","yes","yes","no","Soil","!is.na(Africa_Comparison) & analysis_group == 'Bare_Ground'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",3,2,5,34,20," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_527.Rds","outputs/revision/models/model_7.Rds",88.9624771810707,89.5232310126122,150.648946021931,147.431909495188,9.90618166404422e-09,1.53343132368849e-08,0.834466474991606,0.865958773812798,"model_7","no",143.594094041062,7.05485198086939,"no",0.446525119386848,0.503989755671823,0.0749937910974984,3.06939908313481,0.0363669723935381
"model_528","Bare_Ground_Africa_Comparison","Bare_Ground","Africa_Comparison","yes","yes","yes","Soil","!is.na(Africa_Comparison) & analysis_group == 'Bare_Ground'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",3,2,5,34,20," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_528.Rds","outputs/revision/models/model_8.Rds",88.1569712707435,88.7791537000823,157.430441611459,154.209908081659,0,4.2527431145282e-13,0.770668341271686,0.801815087070396,"model_8","yes",143.594094041062,13.8363475703977,"no",0.443028116329543,0.505664522041564,0.0748765609611663,3.07711350960643,0.0388452977512695
"model_529","Bare_Ground_Herbivore_nativeness","Bare_Ground","Herbivore_nativeness","no","no","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Bare_Ground'","list(~1 | Citation / data_point_ID)",16,2,34,42,20," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_529.Rds","outputs/revision/models/model_9.Rds",83.9157688882517,86.2960162176186,212.812996980889,211.538332765403,0.0664029036741058,0.0602567883109354,0.524578868621174,0.624293993728212,"model_9","no",212.812996980889,0,"yes",3.05606912480042,0.0804360416457839,0.269446551088014,8.78283460863823,0.159724626712409
"model_530","Bare_Ground_Herbivore_nativeness","Bare_Ground","Herbivore_nativeness","no","no","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Bare_Ground'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",16,2,34,42,20," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_530.Rds","outputs/revision/models/model_10.Rds",81.9089216512464,84.9532223060984,221.089363028364,219.776750280081,3.91410598559881e-09,3.88625929241433e-09,0.455233561760321,0.559733882773533,"model_10","no",212.812996980889,8.27636604747548,"no",3.01812059200356,0.0823388367787069,0.262187851935651,8.6710464360543,0.186696435983835
"model_531","Bare_Ground_Herbivore_nativeness","Bare_Ground","Herbivore_nativeness","no","yes","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Bare_Ground'","list(~1 | Citation / species_response_tag / data_point_ID)",16,2,34,42,20," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_531.Rds","outputs/revision/models/model_11.Rds",83.9157591489452,86.2960164967659,217.14373034501,215.869066122519,1.07775443411107e-08,1.34675613344597e-08,0.524578490096075,0.624294008464394,"model_11","no",212.812996980889,4.33073336412116,"no",3.05606911779577,0.0804360419925984,0.269446019887429,8.78282459534205,0.159725252871791
"model_532","Bare_Ground_Herbivore_nativeness","Bare_Ground","Herbivore_nativeness","no","yes","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Bare_Ground'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",16,2,34,42,20," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_532.Rds","outputs/revision/models/model_12.Rds",81.9089222077535,84.9532185579234,225.420096380345,224.107483627682,4.10238165719698e-09,9.2138663232369e-10,0.455233578856903,0.559733718647309,"model_12","no",212.812996980889,12.6070993994564,"no",3.01812058762366,0.0823388370011038,0.262187845251208,8.67104602120054,0.186696166961227
"model_533","Bare_Ground_Herbivore_nativeness","Bare_Ground","Herbivore_nativeness","yes","no","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Bare_Ground'","list(~1 | Citation / data_point_ID, ~1 | site_id)",16,2,34,42,20," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_533.Rds","outputs/revision/models/model_13.Rds",83.880714817239,86.1098418015524,217.126356099881,215.555206588487,0.018719867760042,0.0618536191042333,0.523219429082173,0.614597578217375,"model_13","no",212.812996980889,4.31335911899257,"no",2.75958382889178,0.0966733829482924,0.264430534754036,8.6539395650131,0.148679644004199
"model_534","Bare_Ground_Herbivore_nativeness","Bare_Ground","Herbivore_nativeness","yes","no","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Bare_Ground'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",16,2,34,42,20," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_534.Rds","outputs/revision/models/model_14.Rds",81.8596151845404,84.6908438167084,225.40428473432,223.804541418167,6.39961576362736e-07,4.02827040468598e-09,0.45372292360154,0.548441678799633,"model_14","no",212.812996980889,12.5912877534311,"no",2.73099002413397,0.09841825877622,0.257542677383428,8.55144476440948,0.172705246263199
"model_535","Bare_Ground_Herbivore_nativeness","Bare_Ground","Herbivore_nativeness","yes","yes","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Bare_Ground'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",16,2,34,42,20," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_535.Rds","outputs/revision/models/model_15.Rds",83.8806683293012,86.1098554293757,221.457090022552,219.885939956247,2.70908112366652e-07,2.2947567296562e-08,0.523217630149167,0.614598278474895,"model_15","no",212.812996980889,8.64409304166313,"no",2.75958327398141,0.0966734164815063,0.264433816421506,8.65406484834042,0.148683540983039
"model_536","Bare_Ground_Herbivore_nativeness","Bare_Ground","Herbivore_nativeness","yes","yes","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Bare_Ground'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",16,2,34,42,20," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_536.Rds","outputs/revision/models/model_16.Rds",81.8596218614938,84.6908438618287,229.735017329845,228.135274758491,1.52261530071981e-07,2.92160408574114e-10,0.453723127612282,0.548441680708231,"model_16","no",212.812996980889,16.922020348956,"no",2.73099076893229,0.0984182128816156,0.257544131382252,8.55148841033042,0.172704877159655
"model_537","Bare_Ground_Invasive","Bare_Ground","Invasive","no","no","no","Soil","!is.na(Invasive) & analysis_group == 'Bare_Ground'","list(~1 | Citation / data_point_ID)",13,2,22,42,16," ~ Invasive"," ~ 1","outputs/revision/models/model_537.Rds","outputs/revision/models/model_17.Rds",79.1808579111994,81.9109987003794,165.942133678564,163.708633229061,0.0552293855473781,0.0519231549164857,0.362307471408408,0.423982534058811,"model_17","no",165.942133678564,0,"yes",1.92538263385643,0.165264494461522,0.12378608540464,6.89266805524233,0.145466045641042
"model_538","Bare_Ground_Invasive","Bare_Ground","Invasive","no","no","yes","Soil","!is.na(Invasive) & analysis_group == 'Bare_Ground'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",13,2,22,42,16," ~ Invasive"," ~ 1","outputs/revision/models/model_538.Rds","outputs/revision/models/model_18.Rds",75.4081113991541,79.142651499034,172.766816154485,170.524969610328,6.9373032257924e-10,6.20532534103158e-10,0.292109779872993,0.355280878132594,"model_18","no",165.942133678564,6.82468247592149,"no",1.91703653920206,0.166183718847982,0.119212938879285,6.90265906015292,0.177806074426626
"model_539","Bare_Ground_Invasive","Bare_Ground","Invasive","no","yes","no","Soil","!is.na(Invasive) & analysis_group == 'Bare_Ground'","list(~1 | Citation / species_response_tag / data_point_ID)",13,2,22,42,16," ~ Invasive"," ~ 1","outputs/revision/models/model_539.Rds","outputs/revision/models/model_19.Rds",79.1808799254484,81.9110121319849,170.101016775806,167.867516327991,5.19183098449949e-09,1.06169095420806e-08,0.362307955244867,0.423982918402192,"model_19","no",165.942133678564,4.15888309724181,"no",1.92538263554454,0.165264494276185,0.123786118693723,6.89266121086243,0.145465679112149
"model_540","Bare_Ground_Invasive","Bare_Ground","Invasive","no","yes","yes","Soil","!is.na(Invasive) & analysis_group == 'Bare_Ground'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",13,2,22,42,16," ~ Invasive"," ~ 1","outputs/revision/models/model_540.Rds","outputs/revision/models/model_20.Rds",75.4081115245775,79.1426505450865,176.925699238426,174.683852694249,3.0169177179417e-10,0,0.292109781848664,0.355280857600815,"model_20","yes",165.942133678564,10.9835655598626,"no",1.91703653918259,0.166183718850133,0.119212938041258,6.90265897804027,0.177806021350941
"model_541","Bare_Ground_Invasive","Bare_Ground","Invasive","yes","no","no","Soil","!is.na(Invasive) & analysis_group == 'Bare_Ground'","list(~1 | Citation / data_point_ID, ~1 | site_id)",13,2,22,42,16," ~ Invasive"," ~ 1","outputs/revision/models/model_541.Rds","outputs/revision/models/model_21.Rds",79.0834589454602,81.423472082296,170.050009109915,167.485121699351,0.0178134086882131,0.0530141089738385,0.3601767750434,0.410398163092302,"model_21","no",165.942133678564,4.10787543135152,"no",1.59399567279579,0.206756191301335,0.114375658191185,6.43765837731395,0.122372350963976
"model_542","Bare_Ground_Invasive","Bare_Ground","Invasive","yes","no","yes","Soil","!is.na(Invasive) & analysis_group == 'Bare_Ground'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",13,2,22,42,16," ~ Invasive"," ~ 1","outputs/revision/models/model_542.Rds","outputs/revision/models/model_22.Rds",75.2524589855917,78.4487989947678,176.871856081732,174.304409246113,1.10009770408705e-11,4.47399377486588e-10,0.289673361644686,0.340827914166367,"model_22","no",165.942133678564,10.9297224031683,"no",1.59143624774077,0.207121054064148,0.110117779574049,6.45005439610248,0.150089093045094
"model_543","Bare_Ground_Invasive","Bare_Ground","Invasive","yes","yes","no","Soil","!is.na(Invasive) & analysis_group == 'Bare_Ground'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",13,2,22,42,16," ~ Invasive"," ~ 1","outputs/revision/models/model_543.Rds","outputs/revision/models/model_23.Rds",79.0834796175806,81.4234850373083,174.208892217071,171.64400479681,8.93664163437038e-09,1.02285552377883e-08,0.360177225160628,0.41039851459558,"model_23","no",165.942133678564,8.26675853850688,"no",1.59399566309855,0.206756192682299,0.114375591795147,6.43764735349894,0.122372005864694
"model_545","Bird_Abundance_Herbivore_nativeness","Bird_Abundance","Herbivore_nativeness","no","no","no","Vertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Bird_Abundance'","list(~1 | Citation / data_point_ID)",4,2,23,92,9," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_545.Rds","outputs/revision/models/model_25.Rds",79.2139937130696,80.3412290082651,267.712447391387,266.400062033614,0.000413974059162807,0.00812137367400973,0.222745045458791,0.238711889023961,"model_25","no",265.835312041086,1.8771353503015,"no",3.43254677058951,0.0639234549976149,2.08895648580817,4.99742988499432,0.0668875087472792
"model_546","Bird_Abundance_Herbivore_nativeness","Bird_Abundance","Herbivore_nativeness","no","no","yes","Vertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Bird_Abundance'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",4,2,23,92,9," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_546.Rds","outputs/revision/models/model_26.Rds",66.3582119992896,70.3371735133594,277.185616437767,275.886949008821,0.000319694074008968,0.00806238320968576,0.115290309052392,0.138504640064731,"model_26","no",265.835312041086,11.3503043966812,"no",3.44626469941755,0.0633948868333601,2.1007529694829,5.02605783102059,0.167606883072574
"model_547","Bird_Abundance_Herbivore_nativeness","Bird_Abundance","Herbivore_nativeness","no","yes","no","Vertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Bird_Abundance'","list(~1 | Citation / species_response_tag / data_point_ID)",4,2,23,92,9," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_547.Rds","outputs/revision/models/model_27.Rds",85.3524325631423,85.6034962579984,265.835312041086,262.160995197197,0.00564643158366377,0.00309723311871303,0.340586629273495,0.347317295279892,"model_27","no",265.835312041086,0,"yes",1.07061528447471,0.300806508978428,1.77624269288025,2.84212218340118,0.0193790119232989
"model_548","Bird_Abundance_Herbivore_nativeness","Bird_Abundance","Herbivore_nativeness","no","yes","yes","Vertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Bird_Abundance'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",4,2,23,92,9," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_548.Rds","outputs/revision/models/model_28.Rds",83.2502164832767,83.6525474211892,272.960141623601,269.324286663779,8.64477892918539e-10,2.94036980421761e-09,0.290504838830027,0.298896635631589,"model_28","no",265.835312041086,7.12482958251508,"no",1.10907716854152,0.292282639596133,1.827814381262,2.90250405409738,0.0280759158892166
