response_key,Response_Highest_Level,Response_Cat,Response_Sphere,Species_Class,Species_Nativeness,Strata_or_soil_depth,woody_height_class,age_class,Species_Level,Species,Response,Units,Response_Dimension,Response_Living,analysis_group_category,eco_response_coarse,eco_response_fine,eco_response_fine2,eco_response_fine3,eco_response_fine4
response combo 131,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Plecoptera,Inferred_Native,,,,,total,Abundance,number per 125 sweeps,Aboveground,Living,Invertebrates,Invertebrate_Abundance,,,,
response combo 132,VEGETATION_STRUCTURE,Miscellaneous_Structure_Metrics,vegetation,Trees,Reported_Native,,,,Species,Salix monticola,Number of stems / plant,ratio,Aboveground,Living,,,,,,
response combo 133,BIOMASS,Biomass_Proxy,vegetation,Trees,Reported_Native,,,,Species,Salix monticola,Height,cm,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 134,BIOMASS,Biomass_Proxy,vegetation,Trees,Reported_Native,,,,Species,Salix monticola,Diameter,mm,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 135,,Morphology,vegetation,Trees,Reported_Native,,,,Species,Salix monticola,Number of segments / stem,ratio,Aboveground,,,,,,,
response combo 136,,Morphology,vegetation,Trees,Reported_Native,,,,Species,Salix monticola,Segment length,cm,Aboveground,,,,,,,
response combo 137,BIOMASS,Biomass,vegetation,Trees,Reported_Native,,,,Species,Salix monticola,Biomass,g,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 138,PLANT_NUTRIENTS,Total_N,vegetation,Trees,Reported_Native,,,,Species,Salix monticola,Woody n,%,Aboveground,Living,Plants,Plant_Total_N,Woody_Total_N,,,Native_Plant_Total_N
response combo 139,PLANT_NUTRIENTS,Total_N,vegetation,Trees,Reported_Native,,,,Species,Salix monticola,Leaf n,%,Aboveground,Living,Plants,Plant_Total_N,Woody_Total_N,,,Native_Plant_Total_N
response combo 140,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Bird,Reported_Native,,,,,Sheppardia gunning sokokensis,Abundance,individuals,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,Bird_Carnivore_Abundance,Vert_Carn_Abundance,TerrestrialBird_Abundance
response combo 141,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Coleoptera,Unspecified,,,,,total,Abundance,individuals,Aboveground,Living,Invertebrates,Invertebrate_Abundance,,,,
response combo 142,SOIL_COVER,Litter_Cover,soil,Litter,Unspecified,surface,,,,leaf litter,Depth,cm,Aboveground,Dead,Soil,Dead_Vegetation,Litter_Cover,,,
response combo 143,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Dung Beetles,Unspecified,,,,,total,Total abundance,individuals,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 144,PLANT_NUTRIENTS,Total_N,vegetation,Trees,Reported_Native,,over_2m,> 1.2 m tall,Species,Pithecellobium keyense,Leaf nitrogen,%,Aboveground,Living,Plants,Plant_Total_N,Woody_Total_N,,,Native_Plant_Total_N
response combo 145,PLANT_NUTRIENTS,Omit,vegetation,Trees,Reported_Native,,over_2m,> 1.2 m tall,Species,Eugenia foetida,Tannic acid equivalent,ml/mg,Aboveground,Living,,,,,,
response combo 146,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Leaf Miners,Unspecified,,,foliage,,total,Abundance,count,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 147,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Leaf Chewers,Unspecified,,,foliage,,total,Number of leaves damaged,count,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 148,PLANT_NUTRIENTS,Total_N,vegetation,Trees,Reported_Native,,over_2m,> 1.2 m tall,Species,Rhizophora mangle,Leaf nitrogen,%,Aboveground,Living,Plants,Plant_Total_N,Woody_Total_N,,,Native_Plant_Total_N
response combo 149,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Leaf Gallers,Unspecified,,,foliage,,total,Number of leaves with galls,count,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 150,PLANT_NUTRIENTS,Total_N,vegetation,Trees,Reported_Native,,over_2m,> 1.2 m tall,Species,Coccoloba diversifolia,Leaf nitrogen,%,Aboveground,Living,Plants,Plant_Total_N,Woody_Total_N,,,Native_Plant_Total_N
response combo 151,PLANT_NUTRIENTS,Total_N,vegetation,Trees,Reported_Native,,over_2m,> 1.2 m tall,Species,Avicennia germinans,Leaf nitrogen,%,Aboveground,Living,Plants,Plant_Total_N,Woody_Total_N,,,Native_Plant_Total_N
response combo 152,PLANT_NUTRIENTS,Total_N,vegetation,Trees,Reported_Native,,over_2m,> 1.2 m tall,Species,Eugenia foetida,Leaf nitrogen,%,Aboveground,Living,Plants,Plant_Total_N,Woody_Total_N,,,Native_Plant_Total_N
response combo 153,PLANT_NUTRIENTS,Omit,vegetation,Trees,Reported_Native,,over_2m,> 1.2 m tall,Species,Pithecellobium keyense,Tannic acid equivalent,ml/mg,Aboveground,Living,,,,,,
response combo 154,PLANT_NUTRIENTS,Omit,vegetation,Trees,Reported_Native,,over_2m,> 1.2 m tall,Species,Rhizophora mangle,Tannic acid equivalent,ml/mg,Aboveground,Living,,,,,,
response combo 155,PLANT_NUTRIENTS,Omit,vegetation,Trees,Reported_Native,,over_2m,> 1.2 m tall,Species,Coccoloba diversifolia,Tannic acid equivalent,ml/mg,Aboveground,Living,,,,,,
response combo 156,PLANT_NUTRIENTS,Omit,vegetation,Trees,Reported_Native,,over_2m,> 1.2 m tall,Species,Avicennia germinans,Tannic acid equivalent,ml/mg,Aboveground,Living,,,,,,
response combo 157,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,<1.2 m height,under_2m,<1.2 m height,Species,Byrsonima lucida,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 158,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,<1.2 m height,under_2m,<1.2 m height,Species,Eugenia foetida,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 159,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,>1.2 m height,over_2m,>1.2 m height,Species,Manilkara bahamensis,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 160,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,<1.2 m height,under_2m,<1.2 m height,Species,Guapira discolor,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 161,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,>1.2 m height,over_2m,>1.2 m height,Species,Guapira discolor,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 162,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,<1.2 m height,under_2m,<1.2 m height,Species,Conocarpus erectus,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 163,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,>1.2 m height,over_2m,>1.2 m height,Species,Conocarpus erectus,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 164,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,<1.2 m height,under_2m,<1.2 m height,Species,Metopium toxiferum,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 165,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,>1.2 m height,over_2m,>1.2 m height,Species,Eugenia foetida,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 166,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,>1.2 m height,over_2m,>1.2 m height,Species,Metopium toxiferum,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 167,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,<1.2 m height,under_2m,<1.2 m height,Species,Reynosia septentrionalis,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 168,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,>1.2 m height,over_2m,>1.2 m height,Species,Reynosia septentrionalis,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 169,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,<1.2 m height,under_2m,<1.2 m height,Species,Coccoloba uvifera,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 170,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,>1.2 m height,over_2m,>1.2 m height,Species,Coccoloba uvifera,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 171,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,<1.2 m height,under_2m,<1.2 m height,Species,Maytenus phyllanthoides,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 172,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,>1.2 m height,over_2m,>1.2 m height,Species,Maytenus phyllanthoides,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 173,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,<1.2 m height,under_2m,<1.2 m height,Species,Lycium carolinianum,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 174,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,>1.2 m height,over_2m,>1.2 m height,Species,Rhizophora mangle,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,Not_NFixing_Abundance,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 175,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,<1.2 m height,under_2m,<1.2 m height,Species,Rhizophora mangle,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,Not_NFixing_Abundance,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 176,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,<1.2 m height,under_2m,<1.2 m height,Species,Eugenia axillaris,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 177,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,>1.2 m height,over_2m,>1.2 m height,Species,Avicennia germinans,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,Not_NFixing_Abundance,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 178,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,<1.2 m height,under_2m,<1.2 m height,Species,Avicennia germinans,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,Not_NFixing_Abundance,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 179,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,>1.2 m height,over_2m,>1.2 m height,Species,Languncularia racemosa,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,Not_NFixing_Abundance,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 180,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,<1.2 m height,under_2m,<1.2 m height,Species,Languncularia racemosa,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,Not_NFixing_Abundance,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 181,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,,,,Species,Guapira discolor,Change in abundance,rate,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 182,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,,,,Species,Bursera simaruba,Change in abundance,rate,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,Not_NFixing_Abundance,,Native_Plant_Abundance
response combo 183,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,,,,Species,Randia aculeata,Change in abundance,rate,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,Not_NFixing_Abundance,,Native_Plant_Abundance
response combo 184,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,,,,Species,Pithecellobium keyense,Change in abundance,rate,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 185,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,,,,Species,Morinda royoc,Change in abundance,rate,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 186,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,,,,Species,Morisonia cynophallophora,Change in abundance,rate,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 187,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,,,,Species,Heterosavia bahamensis,Change in abundance,rate,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 188,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,,,,Species,Manilkara bahamensis,Change in abundance,rate,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 189,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,,,,Species,Guettarda scabra,Change in abundance,rate,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 190,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,>1.2 m height,over_2m,>1.2 m height,Species,Eugenia axillaris,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 191,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,,,,Species,Reynosia septentrionalis,Change in abundance,rate,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 192,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,,,,Species,Piscidia piscipula,Change in abundance,rate,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,NFixing_Abundance,,Native_Plant_Abundance
response combo 193,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,,,,Species,Coccoloba diversifolia,Change in abundance,rate,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 194,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,,,,Species,Eugenia axillaris,Change in abundance,rate,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 195,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,,,,Species,Eugenia foetida,Change in abundance,rate,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 196,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,<1.2 m height,under_2m,<1.2 m height,Species,Bursera simaruba,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,Not_NFixing_Abundance,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 197,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,>1.2 m height,over_2m,>1.2 m height,Species,Bursera simaruba,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,Not_NFixing_Abundance,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 198,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,<1.2 m height,under_2m,<1.2 m height,Species,Erithalis fruticosa,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 199,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,>1.2 m height,over_2m,>1.2 m height,Species,Erithalis fruticosa,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 200,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,<1.2 m height,under_2m,<1.2 m height,Species,Sideroxylon celastrinum,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 201,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,>1.2 m height,over_2m,>1.2 m height,Species,Sideroxylon celastrinum,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 202,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,<1.2 m height,under_2m,<1.2 m height,Species,Jacquinia keyensis,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 203,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,>1.2 m height,over_2m,>1.2 m height,Species,Jacquinia keyensis,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 204,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Reported_Native,<1.2 m height,under_2m,<1.2 m height,Species,Leucothrinax morrisii,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Understorey_Woody_Abundance,Native_Plant_Abundance
