data_point_ID,Response_Highest_Level,Response_Cat,Response_Sphere,Species_Class,Species_Nativeness,Strata_or_soil_depth,woody_height_class,age_class,Species_Level,Species,Response,Units,Response_Dimension,Response_Living,analysis_group_category,eco_response_coarse,eco_response_fine,eco_response_fine2,eco_response_fine3,eco_response_fine4
DeGraaf et al. 1991 Forest Ecology and Management_27,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Canopy-Gleaning Birds,Reported_Native,,,,,total,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
DeGraaf et al. 1991 Forest Ecology and Management_25,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Ground-Gleaning Birds,Reported_Native,,,,,total,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Decalesta 1994 Journal of Wildlife Management_6,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Ground-Nesting,Unspecified,,,,,total,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Decalesta 1994 Journal of Wildlife Management_7,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Intermediate Canopy-Nesting,Unspecified,intermediate canopy,,,,total,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
DeGraaf et al. 1991 Forest Ecology and Management_18,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Migratory Birds,Reported_Native,,,,,total,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Moe et al. 2017 Ecology and Evolution_21,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Nectarivorous Birds,Reported_Native,,,,,total,Abundance_number individuals,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Moe et al. 2017 Ecology and Evolution_22,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Nectarivorous Birds,Reported_Native,,,,,total,Abundance_number individuals,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Moe et al. 2017 Ecology and Evolution_23,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Nectarivorous Birds,Reported_Native,,,,,total,Abundance_number individuals,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Moe et al. 2017 Ecology and Evolution_24,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Nectarivorous Birds,Reported_Native,,,,,total,Abundance_number individuals,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Moe et al. 2017 Ecology and Evolution_25,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Nectarivorous Birds,Reported_Native,,,,,total,Abundance_number individuals,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Chollet et al. 2016 Diversity and Distributions_51,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Non-Understorey Birds,Unspecified,understorey,,,,total,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Chollet et al. 2016 Diversity and Distributions_52,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Non-Understorey Birds,Unspecified,understorey,,,,total,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
DeGraaf et al. 1991 Forest Ecology and Management_19,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Resident Birds,Reported_Native,,,,,total,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Chollet et al. 2016 Diversity and Distributions_49,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Understorey Birds,Unspecified,understorey,,,,total,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Chollet et al. 2016 Diversity and Distributions_50,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Understorey Birds,Unspecified,understorey,,,,total,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Decalesta 1994 Journal of Wildlife Management_8,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Upper Canopy-Nesting,Unspecified,upper canopy,,,,total,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Ogada et al. 2008 Oecologia_16,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Insectivores,Inferred_Native,,,,,total,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Ogada et al. 2008 Oecologia_17,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Insectivores,Inferred_Native,,,,,total,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Ogada et al. 2008 Oecologia_18,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Insectivores,Inferred_Native,,,,,total,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
DeGraaf et al. 1991 Forest Ecology and Management_21,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Insectivorous Birds,Reported_Native,,,,,total,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Moe et al. 2017 Ecology and Evolution_26,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Insectivorous Birds,Reported_Native,,,,,total,Abundance_number individuals,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Moe et al. 2017 Ecology and Evolution_27,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Insectivorous Birds,Reported_Native,,,,,total,Abundance_number individuals,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Moe et al. 2017 Ecology and Evolution_28,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Insectivorous Birds,Reported_Native,,,,,total,Abundance_number individuals,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Moe et al. 2017 Ecology and Evolution_29,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Insectivorous Birds,Reported_Native,,,,,total,Abundance_number individuals,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Moe et al. 2017 Ecology and Evolution_30,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Insectivorous Birds,Reported_Native,,,,,total,Abundance_number individuals,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Banks et al. 2010 African Journal of Ecology_1,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Bird,Reported_Native,,,,,Sheppardia gunning sokokensis,Abundance,individuals,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
DeGraaf et al. 1991 Forest Ecology and Management_15,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Reported_Native,,,,,American Redstart,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Holt et al. 2010 IBIS_1,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Reported_Native,,,,,Common Nightingale,Density number of territories / ha,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Levin et al. 2002 Conservation Biology_3,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Reported_Native,,,,,Forster's Tern,Abundance,count,Marine,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Levin et al. 2002 Conservation Biology_4,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Reported_Native,,,,,Forster's Tern,Abundance,count,Marine,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
DeGraaf et al. 1991 Forest Ecology and Management_12,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Reported_Native,,,,,Ovenbird,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Levin et al. 2002 Conservation Biology_7,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Reported_Native,,,,,Sandpiper,Abundance,count,Marine,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Levin et al. 2002 Conservation Biology_8,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Reported_Native,,,,,Sandpiper,Abundance,count,Marine,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
DeGraaf et al. 1991 Forest Ecology and Management_14,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Reported_Native,,,,,Veery,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Levin et al. 2002 Conservation Biology_5,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Reported_Native,,,,,Willet,Abundance,count,Marine,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Levin et al. 2002 Conservation Biology_6,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Reported_Native,,,,,Willet,Abundance,count,Marine,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Casey and Hein 1983 The Journal of Wildlife Management_6,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Unspecified,,,,,Black-and-white warbler,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Casey and Hein 1983 The Journal of Wildlife Management_9,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Unspecified,,,,,Common grackle,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Casey and Hein 1983 The Journal of Wildlife Management_8,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Unspecified,,,,,Kentucky warbler,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Casey and Hein 1983 The Journal of Wildlife Management_7,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Unspecified,,,,,Louisiana waterthrush,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Casey and Hein 1983 The Journal of Wildlife Management_3,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Unspecified,,,,,Scarlet tanager,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Casey and Hein 1983 The Journal of Wildlife Management_5,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Unspecified,,,,,Tufted titmouse,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_12,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,Acadian flycatcher,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_23,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,American redstart,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_10,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,Cerulean warbler,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_24,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,Eastern bluebird,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_7,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,Eastern wood-pewee,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_18,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,Hairy woodpecker,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_28,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,Hooded warbler,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_22,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,Ovenbird,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_11,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,Pileated woodpecker,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_20,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,Scarlet tanager,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_3,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,Tufted titmouse,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_13,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,Worm-eating warbler,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_6,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,Yellow-billed cuckoo,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_17,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,downy woodpecker,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Berger et al. 2001 Ecological Applications_4,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Migrant Birds,Reported_Native,,,,,Dendroica petechia,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Berger et al. 2001 Ecological Applications_2,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Migrant Birds,Reported_Native,,,,,Empidonax trailii,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Berger et al. 2001 Ecological Applications_6,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Migrant Birds,Reported_Native,,,,,Geothlypis trichas,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Berger et al. 2001 Ecological Applications_7,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Migrant Birds,Reported_Native,,,,,Oporornis tolmiei,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Berger et al. 2001 Ecological Applications_8,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Migrant Birds,Reported_Native,,,,,Pheucticus melanocephalus,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Berger et al. 2001 Ecological Applications_5,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Migrant Birds,Reported_Native,,,,,Wilsonia pusilla,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Moe et al. 2017 Ecology and Evolution_16,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Frugivorous Birds,Reported_Native,,,,,total,Abundance_number individuals,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Moe et al. 2017 Ecology and Evolution_17,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Frugivorous Birds,Reported_Native,,,,,total,Abundance_number individuals,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Moe et al. 2017 Ecology and Evolution_18,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Frugivorous Birds,Reported_Native,,,,,total,Abundance_number individuals,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Moe et al. 2017 Ecology and Evolution_19,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Frugivorous Birds,Reported_Native,,,,,total,Abundance_number individuals,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Moe et al. 2017 Ecology and Evolution_20,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Frugivorous Birds,Reported_Native,,,,,total,Abundance_number individuals,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Ogada et al. 2008 Oecologia_13,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Granivores,Inferred_Native,,,,,total,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Ogada et al. 2008 Oecologia_14,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Granivores,Inferred_Native,,,,,total,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Ogada et al. 2008 Oecologia_15,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Granivores,Inferred_Native,,,,,total,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_19,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,Eastern towhee,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_16,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,Indigo bunting,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_5,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,Northern cardinal,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_4,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,Ruffed grouse,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Berger et al. 2001 Ecological Applications_1,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Migrant Birds,Reported_Native,,,,,Stellula calliope,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
DeGraaf et al. 1991 Forest Ecology and Management_17,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Reported_Native,,,,,Hermit Thrush,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Levin et al. 2002 Conservation Biology_1,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Reported_Native,,,,,Laughing Gull,Abundance,count,Marine,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Levin et al. 2002 Conservation Biology_2,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Reported_Native,,,,,Laughing Gull,Abundance,count,Marine,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
DeGraaf et al. 1991 Forest Ecology and Management_13,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Reported_Native,,,,,Red-eyed vireo,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
DeGraaf et al. 1991 Forest Ecology and Management_16,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Reported_Native,,,,,Rufous-sided Towhee,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Casey and Hein 1983 The Journal of Wildlife Management_4,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Unspecified,,,,,Chipping sparrow,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Casey and Hein 1983 The Journal of Wildlife Management_10,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Unspecified,,,,,Field sparrow,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Casey and Hein 1983 The Journal of Wildlife Management_2,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Unspecified,,,,,Red-eyed vireo,Abundance,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_9,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,Blue jay,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_21,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,Carolina chickadee,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_26,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,Chipping sparrow,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_8,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,Fish crow,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
Bressette et al. 2012 Oikos_15,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Breeding Birds,Reported_Native,,,,,Red-bellied woodpeck,Density,count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
