"data_point_ID","EXCLUSION","Citation","Title","Lit_Source","experimental_mechanism","experimental_comparison","Latitude","Longitude","Site","Herbivores_Manipulated","Herbivore_nativeness","Fig_Num","Response_Sphere","Response","Species_Class","Species_Level","Species","time_series_clean","nutrient_measured","Nutrient_Grouping_Alt","experiment_id","Mean_Type","Error_bar","Raw_Mean_High_Megafauna","Error_Megafauna","N_Megafauna","Raw_Mean_Low_Megafauna","Error_Low_Megafauna","N_Low_Megafauna","Min_Megafauna","First_Qtr_Megafauna","Median_Megafauna","Third_Qtr_Megafauna","Maximum_Megafauna","Min_Low_Megafauna","First_Qtr_Low_Megafauna","Median_Low_Megafauna","Third_Qtr_Low_Megafauna","Maximum_Low_Megafauna","species_response_tag","SD_High_Megafauna","SD_Low_Megafauna","yi_smd","vi_smd","yi_rom","vi_rom","analysis_group_category","analysis_group","Invasive","Africa_Comparison","site_id"
"Bagchi and Ritchie 2010_4","","Bagchi and Ritchie 2010","Introduced grazers can restrict potential soil carbon sequestration through impacts on plant community composition","","inside vs outside exclosure","high vs low",32.622927,77.250199,"Spiti region of northern India","Bos mutus; Pseudois nayaur; Capra sibirica","Native","Figure 2","vegetation","Aboveground net primary productivity","Total","Higher_level","total",1,"","","experiment_1858","Mean","SE","49.612","14.884",3,"24.806","9.923",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total total",25.7798442198552,17.187140163506,0.903392747079955,0.734676537956389,0.693147180559945,0.250024188346575,"Ecosystem","Primary_Productivity","Native",NA,"site_95"
"Bagchi and Ritchie 2010_5","","Bagchi and Ritchie 2010","Introduced grazers can restrict potential soil carbon sequestration through impacts on plant community composition","","inside vs outside exclosure","high vs low",32.622927,77.250199,"Spiti region of northern India","Bos mutus; Pseudois nayaur; Capra sibirica","Native","Figure 2","vegetation","Total net primary productivity","Total","Higher_level","total",1,"","","experiment_1859","Mean","SE","619.718","100.157",3,"738.654","106.416",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total total",173.477012733676,184.31791873825,-0.530212476023947,0.69009377247762,-0.175565075178638,0.0468755043096905,"Ecosystem","Primary_Productivity","Native",NA,"site_95"
"Bailey and Whitham 2002 Ecology_5","","Bailey and Whitham 2002 Ecology","Interactions among fire, aspen, and elk affect insect diversity: reversal of a community response","Daskin and Pringle","inside vs outside exclosure","high vs low",35.373874,-111.765917,"Hochderfer Hills, Arizona","Cervus canadensis","Native","Table 2","invertebrates","Richness","Total","","total",1999,"","","experiment_1015","Mean","SE","4.71","0.41",18,"3.29","318",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total total",1.73948268171891,1349.15973850393,0.00145535021172071,0.111111140528392,0.358800343251046,9342.49332689176,"Invertebrates","Invertebrate_Diversity","Native",NA,"site_40"
"Bailey and Whitham 2002 Ecology_6","","Bailey and Whitham 2002 Ecology","Interactions among fire, aspen, and elk affect insect diversity: reversal of a community response","Daskin and Pringle","inside vs outside exclosure","high vs low",35.373874,-111.765917,"Hochderfer Hills, Arizona","Cervus canadensis","Native","Table 2","invertebrates","Richness","Total","","total",1999,"","","experiment_1016","Mean","SE","1.11","0.2",18,"3.47","0.438",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total total",0.848528137423857,1.85827662095825,-1.59742590288206,0.146552354377758,-1.13979457863453,0.0483975933906879,"Invertebrates","Invertebrate_Diversity","Native",NA,"site_40"
"Bailey and Whitham 2002 Ecology_7","","Bailey and Whitham 2002 Ecology","Interactions among fire, aspen, and elk affect insect diversity: reversal of a community response","Daskin and Pringle","inside vs outside exclosure","high vs low",35.373874,-111.765917,"Hochderfer Hills, Arizona","Cervus canadensis","Native","Table 2","invertebrates","Abundance","Total","","total",1999,"","","experiment_1017","Mean","SE","7.93","0.96",18,"5","0.69",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total total",4.07293505963451,2.92742207411231,0.807731998196045,0.120172652512636,0.461215123212656,0.033699346514028,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_40"
"Bailey and Whitham 2002 Ecology_8","","Bailey and Whitham 2002 Ecology","Interactions among fire, aspen, and elk affect insect diversity: reversal of a community response","Daskin and Pringle","inside vs outside exclosure","high vs low",35.373874,-111.765917,"Hochderfer Hills, Arizona","Cervus canadensis","Native","Table 2","invertebrates","Abundance","Total","","total",1999,"","","experiment_1018","Mean","SE","1.78","0.34",18,"6.35","1.15",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total total",1.44249783362056,4.87903679018718,-1.24201919250523,0.132536273257658,-1.27184144860061,0.0692833578572093,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_40"
"Baines et al. 1994 Journal of Applied Ecology_31","","Baines et al. 1994 Journal of Applied Ecology","The implications of red deer grazing to ground vegetation and invertebrate communities of Scottish native pinewoods","Daskin and Pringle","inside vs outside exclosure","high vs low",56.583222,-4.796467,"across the Scottish Highlands","Cervus elaphus","Native","Figure 3","invertebrates","Larva density","Lepidopterans","","total",1,"","","experiment_1049","Mean","SE","39.698","14.744",6,"103.214","41.966",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidopterans total",36.1152767675952,102.795286545639,-0.760734484730153,0.357446539844069,-0.955503694170967,0.303258165555809,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_41"
"Baines et al. 1994 Journal of Applied Ecology_31","","Baines et al. 1994 Journal of Applied Ecology","The implications of red deer grazing to ground vegetation and invertebrate communities of Scottish native pinewoods","Daskin and Pringle","inside vs outside exclosure","high vs low",56.583222,-4.796467,"across the Scottish Highlands","Cervus elaphus","Native","Figure 3","invertebrates","Larva density","Lepidopterans","","total",1,"","","experiment_1049","Mean","SE","39.698","14.744",6,"103.214","41.966",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidopterans total",36.1152767675952,102.795286545639,-0.760734484730153,0.357446539844069,-0.955503694170967,0.303258165555809,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_41"
"Baines et al. 1994 Journal of Applied Ecology_32","","Baines et al. 1994 Journal of Applied Ecology","The implications of red deer grazing to ground vegetation and invertebrate communities of Scottish native pinewoods","Daskin and Pringle","inside vs outside exclosure","high vs low",56.438468,-4.703339,"across the Scottish Highlands","Cervus elaphus","Native","Figure 3","invertebrates","Larva density","Lepidopterans","","total",1,"","","experiment_1050","Mean","SE","7.94","6.805",6,"36.295","19.282",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidopterans total",16.6687776996395,47.2310612203452,-0.738769715520002,0.356074195523729,-1.51976671547776,1.01677446365933,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_41"
"Baines et al. 1994 Journal of Applied Ecology_32","","Baines et al. 1994 Journal of Applied Ecology","The implications of red deer grazing to ground vegetation and invertebrate communities of Scottish native pinewoods","Daskin and Pringle","inside vs outside exclosure","high vs low",56.438468,-4.703339,"across the Scottish Highlands","Cervus elaphus","Native","Figure 3","invertebrates","Larva density","Lepidopterans","","total",1,"","","experiment_1050","Mean","SE","7.94","6.805",6,"36.295","19.282",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidopterans total",16.6687776996395,47.2310612203452,-0.738769715520002,0.356074195523729,-1.51976671547776,1.01677446365933,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_41"
"Baines et al. 1994 Journal of Applied Ecology_33","","Baines et al. 1994 Journal of Applied Ecology","The implications of red deer grazing to ground vegetation and invertebrate communities of Scottish native pinewoods","Daskin and Pringle","inside vs outside exclosure","high vs low",56.588949,-4.353889,"across the Scottish Highlands","Cervus elaphus","Native","Figure 3","invertebrates","Larva density","Lepidopterans","","total",1,"","","experiment_1051","Mean","SE","10.208","6.805",6,"87.335","10.208",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidopterans total",16.6687776996395,25.0043912943307,-3.34921679880198,0.800718881890724,-2.14657957227792,0.458062604448266,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_42"
"Baines et al. 1994 Journal of Applied Ecology_33","","Baines et al. 1994 Journal of Applied Ecology","The implications of red deer grazing to ground vegetation and invertebrate communities of Scottish native pinewoods","Daskin and Pringle","inside vs outside exclosure","high vs low",56.588949,-4.353889,"across the Scottish Highlands","Cervus elaphus","Native","Figure 3","invertebrates","Larva density","Lepidopterans","","total",1,"","","experiment_1051","Mean","SE","10.208","6.805",6,"87.335","10.208",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidopterans total",16.6687776996395,25.0043912943307,-3.34921679880198,0.800718881890724,-2.14657957227792,0.458062604448266,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_42"
"Baines et al. 1994 Journal of Applied Ecology_34","","Baines et al. 1994 Journal of Applied Ecology","The implications of red deer grazing to ground vegetation and invertebrate communities of Scottish native pinewoods","Daskin and Pringle","inside vs outside exclosure","high vs low",56.674382,-4.319272,"across the Scottish Highlands","Cervus elaphus","Native","Figure 3","invertebrates","Larva density","Lepidopterans","","total",1,"","","experiment_1052","Mean","SE","6.805","5.671",6,"122.495","23.819",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidopterans total",13.8910563313234,58.3443961833525,-2.51721768917752,0.597349370612841,-2.89041257672181,0.732295582250311,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_42"
"Baines et al. 1994 Journal of Applied Ecology_34","","Baines et al. 1994 Journal of Applied Ecology","The implications of red deer grazing to ground vegetation and invertebrate communities of Scottish native pinewoods","Daskin and Pringle","inside vs outside exclosure","high vs low",56.674382,-4.319272,"across the Scottish Highlands","Cervus elaphus","Native","Figure 3","invertebrates","Larva density","Lepidopterans","","total",1,"","","experiment_1052","Mean","SE","6.805","5.671",6,"122.495","23.819",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidopterans total",13.8910563313234,58.3443961833525,-2.51721768917752,0.597349370612841,-2.89041257672181,0.732295582250311,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_42"
"Baines et al. 1994 Journal of Applied Ecology_35","","Baines et al. 1994 Journal of Applied Ecology","The implications of red deer grazing to ground vegetation and invertebrate communities of Scottish native pinewoods","Daskin and Pringle","inside vs outside exclosure","high vs low",57.023198,-2.888704,"across the Scottish Highlands","Cervus elaphus","Native","Figure 3","invertebrates","Larva density","Lepidopterans","","total",1,"","","experiment_1053","Mean","SE","319.849","26.087",6,"442.344","148.582",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidopterans total",63.8998389199848,363.95008496221,-0.432594365947842,0.341130745227076,-0.324238850491703,0.119478852869317,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_43"
"Baines et al. 1994 Journal of Applied Ecology_35","","Baines et al. 1994 Journal of Applied Ecology","The implications of red deer grazing to ground vegetation and invertebrate communities of Scottish native pinewoods","Daskin and Pringle","inside vs outside exclosure","high vs low",57.023198,-2.888704,"across the Scottish Highlands","Cervus elaphus","Native","Figure 3","invertebrates","Larva density","Lepidopterans","","total",1,"","","experiment_1053","Mean","SE","319.849","26.087",6,"442.344","148.582",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidopterans total",63.8998389199848,363.95008496221,-0.432594365947842,0.341130745227076,-0.324238850491703,0.119478852869317,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_43"
"Baines et al. 1994 Journal of Applied Ecology_36","","Baines et al. 1994 Journal of Applied Ecology","The implications of red deer grazing to ground vegetation and invertebrate communities of Scottish native pinewoods","Daskin and Pringle","inside vs outside exclosure","high vs low",56.674382,-4.319272,"across the Scottish Highlands","Cervus elaphus","Native","Figure 5","invertebrates","Larva density","Lepidopterans","","Hydiomena",1,"","","experiment_1054","Mean","SE","10.089","3.414",6,"32.129","9.933",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidopterans Hydiomena",8.36255798186177,24.3307816150653,-1.11790796217467,0.385404925495564,-1.15831332765664,0.210086545217915,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_42"
"Baines et al. 1994 Journal of Applied Ecology_36","","Baines et al. 1994 Journal of Applied Ecology","The implications of red deer grazing to ground vegetation and invertebrate communities of Scottish native pinewoods","Daskin and Pringle","inside vs outside exclosure","high vs low",56.674382,-4.319272,"across the Scottish Highlands","Cervus elaphus","Native","Figure 5","invertebrates","Larva density","Lepidopterans","","Hydiomena",1,"","","experiment_1054","Mean","SE","10.089","3.414",6,"32.129","9.933",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidopterans Hydiomena",8.36255798186177,24.3307816150653,-1.11790796217467,0.385404925495564,-1.15831332765664,0.210086545217915,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_42"
"Baines et al. 1994 Journal of Applied Ecology_37","","Baines et al. 1994 Journal of Applied Ecology","The implications of red deer grazing to ground vegetation and invertebrate communities of Scottish native pinewoods","Daskin and Pringle","inside vs outside exclosure","high vs low",56.674382,-4.319272,"across the Scottish Highlands","Cervus elaphus","Native","Figure 5","invertebrates","Larva density","Lepidopterans","","Perizoma",1,"","","experiment_1055","Mean","SE","14.435","4.19",6,"42.993","6.054",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidopterans Perizoma",10.2633620222615,14.8292109028094,-2.06643333105638,0.511256112987533,-1.09138149862915,0.104083240398157,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_42"
"Baines et al. 1994 Journal of Applied Ecology_37","","Baines et al. 1994 Journal of Applied Ecology","The implications of red deer grazing to ground vegetation and invertebrate communities of Scottish native pinewoods","Daskin and Pringle","inside vs outside exclosure","high vs low",56.674382,-4.319272,"across the Scottish Highlands","Cervus elaphus","Native","Figure 5","invertebrates","Larva density","Lepidopterans","","Perizoma",1,"","","experiment_1055","Mean","SE","14.435","4.19",6,"42.993","6.054",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidopterans Perizoma",10.2633620222615,14.8292109028094,-2.06643333105638,0.511256112987533,-1.09138149862915,0.104083240398157,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_42"
"Baines et al. 1994 Journal of Applied Ecology_38","","Baines et al. 1994 Journal of Applied Ecology","The implications of red deer grazing to ground vegetation and invertebrate communities of Scottish native pinewoods","Daskin and Pringle","inside vs outside exclosure","high vs low",56.674382,-4.319272,"across the Scottish Highlands","Cervus elaphus","Native","Figure 5","invertebrates","Larva density","Lepidopterans","","Operophtera",1,"","","experiment_1056","Mean","SE","10.244","4.811",6,"20.177","6.83",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidopterans Operophtera",11.7844951525299,16.7300149432091,-0.633418609048776,0.350050797262054,-0.677851173495262,0.335147567260231,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_42"
"Baines et al. 1994 Journal of Applied Ecology_38","","Baines et al. 1994 Journal of Applied Ecology","The implications of red deer grazing to ground vegetation and invertebrate communities of Scottish native pinewoods","Daskin and Pringle","inside vs outside exclosure","high vs low",56.674382,-4.319272,"across the Scottish Highlands","Cervus elaphus","Native","Figure 5","invertebrates","Larva density","Lepidopterans","","Operophtera",1,"","","experiment_1056","Mean","SE","10.244","4.811",6,"20.177","6.83",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidopterans Operophtera",11.7844951525299,16.7300149432091,-0.633418609048776,0.350050797262054,-0.677851173495262,0.335147567260231,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_42"
"Baines et al. 1994 Journal of Applied Ecology_39","","Baines et al. 1994 Journal of Applied Ecology","The implications of red deer grazing to ground vegetation and invertebrate communities of Scottish native pinewoods","Daskin and Pringle","inside vs outside exclosure","high vs low",56.674382,-4.319272,"across the Scottish Highlands","Cervus elaphus","Native","Figure 5","invertebrates","Larva density","Lepidopterans","","Entephria",1,"","","experiment_1057","Mean","SE","3.88","0.932",6,"6.208","0.932",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidopterans Entephria",2.28292444027392,2.28292444027392,-0.940964903459458,0.370225622897603,-0.470003629245736,0.0802376879849081,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_42"
"Baines et al. 1994 Journal of Applied Ecology_39","","Baines et al. 1994 Journal of Applied Ecology","The implications of red deer grazing to ground vegetation and invertebrate communities of Scottish native pinewoods","Daskin and Pringle","inside vs outside exclosure","high vs low",56.674382,-4.319272,"across the Scottish Highlands","Cervus elaphus","Native","Figure 5","invertebrates","Larva density","Lepidopterans","","Entephria",1,"","","experiment_1057","Mean","SE","3.88","0.932",6,"6.208","0.932",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidopterans Entephria",2.28292444027392,2.28292444027392,-0.940964903459458,0.370225622897603,-0.470003629245736,0.0802376879849081,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_42"
"Baines et al. 1994 Journal of Applied Ecology_40","","Baines et al. 1994 Journal of Applied Ecology","The implications of red deer grazing to ground vegetation and invertebrate communities of Scottish native pinewoods","Daskin and Pringle","inside vs outside exclosure","high vs low",56.674382,-4.319272,"across the Scottish Highlands","Cervus elaphus","Native","Figure 6","invertebrates","Abundance","Coleopteran","","total",1,"","","experiment_1058","Mean","SE","4.955","0.737",6,"9.174","0.871",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleopteran total",1.8052739404312,2.13350556596415,-1.96995852690836,0.495030691572456,-0.615976228393029,0.0311372120228308,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_42"
"Baines et al. 1994 Journal of Applied Ecology_41","","Baines et al. 1994 Journal of Applied Ecology","The implications of red deer grazing to ground vegetation and invertebrate communities of Scottish native pinewoods","Daskin and Pringle","inside vs outside exclosure","high vs low",56.674382,-4.319272,"across the Scottish Highlands","Cervus elaphus","Native","Figure 6","invertebrates","Abundance","Aranaea","","total",1,"","","experiment_1059","Mean","SE","6.496","1.942",6,"13.46","3.147",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aranaea total",4.75690908048493,7.70854422053866,-1.00326782163579,0.375272763413743,-0.728535721357205,0.14403726346176,"Invertebrates","Invert_Predator_Abundance","Native",NA,"site_42"
"Baines et al. 1994 Journal of Applied Ecology_41","","Baines et al. 1994 Journal of Applied Ecology","The implications of red deer grazing to ground vegetation and invertebrate communities of Scottish native pinewoods","Daskin and Pringle","inside vs outside exclosure","high vs low",56.674382,-4.319272,"across the Scottish Highlands","Cervus elaphus","Native","Figure 6","invertebrates","Abundance","Aranaea","","total",1,"","","experiment_1059","Mean","SE","6.496","1.942",6,"13.46","3.147",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aranaea total",4.75690908048493,7.70854422053866,-1.00326782163579,0.375272763413743,-0.728535721357205,0.14403726346176,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_42"
